ticker,rs_days,ipo_days_eff,fresh_via,as_of_date
NBP,,289,ipo,2026-08-15
NBRG,8537,145,ipo,2026-08-15
NBRGR,,144,ipo,2026-08-15
NBRGU,,197,ipo,2026-08-15
NCEL,,288,ipo,2026-08-15
NCEW,274,605,rs,2026-08-15
NCI,88,844,rs,2026-08-15
NCL,311,1031,rs,2026-08-15
NCOOU,,25,ipo,2026-08-15
NCRA,39,1465,rs,2026-08-15
NCT,135,505,rs,2026-08-15
NDLS,178,4796,rs,2026-08-15
NEBX,,340,ipo,2026-08-15
NEHI,8318,255,ipo,2026-08-15
NELS,,304,ipo,2026-08-15
NEMG,,271,ipo,2026-08-15
NETDU,,341,ipo,2026-08-15
NETG,,271,ipo,2026-08-15
NETX,,311,ipo,2026-08-15
NEWTO,,191,ipo,2026-08-15
NEWTP,,353,ipo,2026-08-15
NEXR,15,137,both,2026-08-15
NEXRW,,137,ipo,2026-08-15
NFAAX,306,,rs,2026-08-15
NFACX,306,,rs,2026-08-15
NFLDF,73,,rs,2026-08-15
NFRX,,197,ipo,2026-08-15
NFTN,313,,rs,2026-08-15
NFX,,39,ipo,2026-08-15
NGCG,164,,rs,2026-08-15
NGDAX,306,,rs,2026-08-15
NGDCX,306,,rs,2026-08-15
NGDRX,306,,rs,2026-08-15
NGEN,,219,ipo,2026-08-15
NGHT,,129,ipo,2026-08-15
NGIF,,73,ipo,2026-08-15
NGMC,187,,rs,2026-08-15
NHIV,,68,ipo,2026-08-15
NHIVU,,122,ipo,2026-08-15
NHIVW,,68,ipo,2026-08-15
NHP,,115,ipo,2026-08-15
NHYB,,325,ipo,2026-08-15
NICM,,123,ipo,2026-08-15
NICO,,101,ipo,2026-08-15
NIHI,,332,ipo,2026-08-15
NIKI,,26,ipo,2026-08-15
NIMU,16,,rs,2026-08-15
NINE,,137,ipo,2026-08-15
NIOG,,240,ipo,2026-08-15
NIPG,40,750,rs,2026-08-15
NIRCF,309,,rs,2026-08-15
NISM,,94,ipo,2026-08-15
NITO,327,879,rs,2026-08-15
NIVF,40,863,rs,2026-08-15
NKGFF,100,,rs,2026-08-15
NKLR,,309,ipo,2026-08-15
NLSI,,248,ipo,2026-08-15
NLSP,288,2024,rs,2026-08-15
NMAD,,40,ipo,2026-08-15
NMBL,,288,ipo,2026-08-15
NMGAX,306,,rs,2026-08-15
NMGCX,306,,rs,2026-08-15
NMGRX,306,,rs,2026-08-15
NMP,,346,ipo,2026-08-15
NMPAR,,346,ipo,2026-08-15
NMTC,121,1907,rs,2026-08-15
NNEX,,275,ipo,2026-08-15
NOEMU,,113,ipo,2026-08-15
NOEQ,,145,ipo,2026-08-15
NOMA,,288,ipo,2026-08-15
NOTE,347,1475,rs,2026-08-15
NOVTU,,276,ipo,2026-08-15
NOWG,155,,rs,2026-08-15
NOWX,,32,ipo,2026-08-15
NP,,318,ipo,2026-08-15
NPFE,,157,ipo,2026-08-15
NPT,,297,ipo,2026-08-15
NQLT,,32,ipo,2026-08-15
NRGD,172,541,rs,2026-08-15
NRRWF,249,,rs,2026-08-15
NSCI,,325,ipo,2026-08-15
NSIG,,37,ipo,2026-08-15
NSIV,,37,ipo,2026-08-15
NSLR,,45,ipo,2026-08-15
NSLRL,,45,ipo,2026-08-15
NTAL,7640,31,ipo,2026-08-15
NTCL,40,610,rs,2026-08-15
NTEST.O,,177,ipo,2026-08-15
NTRL,,52,ipo,2026-08-15
NTSD,,149,ipo,2026-08-15
NTSK,,331,ipo,2026-08-15
NTWOU,,99,ipo,2026-08-15
NUCL,,171,ipo,2026-08-15
NUCLW,,171,ipo,2026-08-15
NUDG,,73,ipo,2026-08-15
NUG,,271,ipo,2026-08-15
NUGN,228,,rs,2026-08-15
NUGY,,270,ipo,2026-08-15
NUIF,,58,ipo,2026-08-15
NUKX,,165,ipo,2026-08-15
NULGF,292,,rs,2026-08-15
NUTR,,365,ipo,2026-08-15
NUVI,102,,rs,2026-08-15
NUWE,50,1936,rs,2026-08-15
NVA.WS,,58,ipo,2026-08-15
NVC,,50,ipo,2026-08-15
NVDB,,339,ipo,2026-08-15
NVDD,320,1067,rs,2026-08-15
NVDQ,290,1031,rs,2026-08-15
NVDS,298,1493,rs,2026-08-15
NVIT,,270,ipo,2026-08-15
NVNI,313,1048,rs,2026-08-15
NVNO,207,1779,rs,2026-08-15
NVOC,,32,ipo,2026-08-15
NVOX,249,620,rs,2026-08-15
NVPS,,58,ipo,2026-08-15
NVTC,,39,ipo,2026-08-15
NVTQF,23,,rs,2026-08-15
NVTX,,340,ipo,2026-08-15
NVVE,40,1971,rs,2026-08-15
NWAX,,201,ipo,2026-08-15
NWAX.U,,254,ipo,2026-08-15
NWAX.WS,,201,ipo,2026-08-15
NWMX,,296,ipo,2026-08-15
NWPIF,323,,rs,2026-08-15
NXB,,78,ipo,2026-08-15
NXPG,,74,ipo,2026-08-15
NXPL,124,1667,rs,2026-08-15
NXPX,,79,ipo,2026-08-15
NXSGF,312,,rs,2026-08-15
NXTBF,124,,rs,2026-08-15
NXTS,129,170,both,2026-08-15
NXTT,5,865,rs,2026-08-15
NXUS,7675,325,ipo,2026-08-15
NYM,,278,ipo,2026-08-15
NYNY,3888,101,ipo,2026-08-15
NYSX,,142,ipo,2026-08-15
NYYY,,92,ipo,2026-08-15
OACCU,,81,ipo,2026-08-15
OAKG,,247,ipo,2026-08-15
OAKI,,247,ipo,2026-08-15
OAKUU,,277,ipo,2026-08-15
OARK,256,1361,rs,2026-08-15
OBA,,365,ipo,2026-08-15
OBAI,,192,ipo,2026-08-15
OBAWW,,365,ipo,2026-08-15
OBRUF,327,,rs,2026-08-15
OBTC,,239,ipo,2026-08-15
OBULF,164,,rs,2026-08-15
OCAC.U,,67,ipo,2026-08-15
OCDB,,101,ipo,2026-08-15
OCG,110,2069,rs,2026-08-15
OCTB,,305,ipo,2026-08-15
OCTV,,79,ipo,2026-08-15
OCTVV,,86,ipo,2026-08-15
ODDZ,,101,ipo,2026-08-15
ODTE,,135,ipo,2026-08-15
ODTX,,99,ipo,2026-08-15
OEFA,,318,ipo,2026-08-15
OEI,,297,ipo,2026-08-15
OESX,358,6814,rs,2026-08-15
OFAL,15,451,rs,2026-08-15
OFRM,,190,ipo,2026-08-15
OGC,,130,ipo,2026-08-15
OGG,,26,ipo,2026-08-15
OGGWZ,,26,ipo,2026-08-15
OHAC,,71,ipo,2026-08-15
OHACR,,71,ipo,2026-08-15
OHACU,,86,ipo,2026-08-15
OILD,172,1740,rs,2026-08-15
OIM,,159,ipo,2026-08-15
OIMAU,,213,ipo,2026-08-15
OIMAW,,159,ipo,2026-08-15
OIO,113,158,both,2026-08-15
OIOWW,,141,ipo,2026-08-15
OKLC,,39,ipo,2026-08-15
OKLS,145,262,both,2026-08-15
OKTG,,271,ipo,2026-08-15
OKTX,,311,ipo,2026-08-15
OLOX,99,205,both,2026-08-15
ONCH,,337,ipo,2026-08-15
ONCHW,,337,ipo,2026-08-15
ONCO,86,967,rs,2026-08-15
ONDC,,39,ipo,2026-08-15
ONDG,,214,ipo,2026-08-15
ONDL,,228,ipo,2026-08-15
ONDU,,214,ipo,2026-08-15
ONEH,,198,ipo,2026-08-15
ONFO,5,1450,rs,2026-08-15
ONG,,74,ipo,2026-08-15
ONT,,103,ipo,2026-08-15
ONTX,1912,52,ipo,2026-08-15
ONX,,79,ipo,2026-08-15
OPAD,67,1808,rs,2026-08-15
OPEG,,247,ipo,2026-08-15
OPENL,,264,ipo,2026-08-15
OPENW,,264,ipo,2026-08-15
OPENZ,,264,ipo,2026-08-15
OPEX,158,296,both,2026-08-15
OPI,,54,ipo,2026-08-15
OPLN,,232,ipo,2026-08-15
OPTH,87,87,both,2026-08-15
OPTHF,87,,rs,2026-08-15
OPTU,,269,ipo,2026-08-15
ORAC,,46,ipo,2026-08-15
ORBS,,338,ipo,2026-08-15
ORBX,,122,ipo,2026-08-15
ORCS,,269,ipo,2026-08-15
ORCU,,269,ipo,2026-08-15
ORCX,148,554,rs,2026-08-15
ORCZ,,31,ipo,2026-08-15
ORGN,148,1877,rs,2026-08-15
ORIO,,225,ipo,2026-08-15
ORIQ,,340,ipo,2026-08-15
ORIQW,,340,ipo,2026-08-15
ORIS,54,667,rs,2026-08-15
ORKT,320,751,rs,2026-08-15
ORLG,,212,ipo,2026-08-15
ORO,,302,ipo,2026-08-15
OSCG,,283,ipo,2026-08-15
OSCX,145,324,both,2026-08-15
OSG,3715,268,ipo,2026-08-15
OSPRU,,45,ipo,2026-08-15
OSSL,,80,ipo,2026-08-15
OTAI,,47,ipo,2026-08-15
OTAI.U,,99,ipo,2026-08-15
OTGA,,285,ipo,2026-08-15
OTGAU,,337,ipo,2026-08-15
OTGAW,,285,ipo,2026-08-15
OTH,,275,ipo,2026-08-15
OTOVF,193,,rs,2026-08-15
OUSL,,32,ipo,2026-08-15
OWLS,,303,ipo,2026-08-15
OWN,,73,ipo,2026-08-15
OXLC,341,5685,rs,2026-08-15
OXLCM,,144,ipo,2026-08-15
OYSEU,,74,ipo,2026-08-15
OZSC,206,,rs,2026-08-15
P,,120,ipo,2026-08-15
PAAC,,131,ipo,2026-08-15
PAACU,,184,ipo,2026-08-15
PAACW,,131,ipo,2026-08-15
PAAU,,156,ipo,2026-08-15
PABAF,306,,rs,2026-08-15
PACH,,365,ipo,2026-08-15
PACHW,,365,ipo,2026-08-15
PAII,7691,339,ipo,2026-08-15
PAII.U,,81,ipo,2026-08-15
PAII.WS,,339,ipo,2026-08-15
PALO,,124,ipo,2026-08-15
PALOU,,177,ipo,2026-08-15
PALOW,,122,ipo,2026-08-15
PARK,,255,ipo,2026-08-15
PASW,6864,318,ipo,2026-08-15
PATX,,214,ipo,2026-08-15
PAVM,225,3670,rs,2026-08-15
PAVS,47,1250,rs,2026-08-15
PAYH,,228,ipo,2026-08-15
PAYM,,228,ipo,2026-08-15
PAYP,,156,ipo,2026-08-15
PAYR,,311,ipo,2026-08-15
PBEU,,263,ipo,2026-08-15
PBHDF,191,,rs,2026-08-15
PBIMF,52,,rs,2026-08-15
PBK,,73,ipo,2026-08-15
PBLS,,66,ipo,2026-08-15
PBM,194,932,rs,2026-08-15
PBOG,,263,ipo,2026-08-15
PBOT,,303,ipo,2026-08-15
PBPH,,263,ipo,2026-08-15
PBRG,,240,ipo,2026-08-15
PBSC,,53,ipo,2026-08-15
PCEB,,101,ipo,2026-08-15
PCLA,201,576,rs,2026-08-15
PCLC,,89,ipo,2026-08-15
PCLG,,319,ipo,2026-08-15
PCLN,,303,ipo,2026-08-15
PCPI,,131,ipo,2026-08-15
PCPP,,71,ipo,2026-08-15
PCR,,326,ipo,2026-08-15
PCRCF,296,,rs,2026-08-15
PCSA,241,2143,rs,2026-08-15
PCSG,,89,ipo,2026-08-15
PCSV,103,,rs,2026-08-15
PCTTU,,78,ipo,2026-08-15
PDC,,207,ipo,2026-08-15
PECE,,72,ipo,2026-08-15
PECER,,72,ipo,2026-08-15
PECEU,,85,ipo,2026-08-15
PECEW,,72,ipo,2026-08-15
PED,155,4722,rs,2026-08-15
PEGX,339,,rs,2026-08-15
PEVM,179,,rs,2026-08-15
PFDE,,227,ipo,2026-08-15
PFFEF,128,,rs,2026-08-15
PFFOF,107,,rs,2026-08-15
PFLA,,73,ipo,2026-08-15
PFOE,,227,ipo,2026-08-15
PFSA,39,397,rs,2026-08-15
PGACU,,78,ipo,2026-08-15
PGRI,,296,ipo,2026-08-15
PHBI,3,,rs,2026-08-15
PHGE,263,2482,rs,2026-08-15
PICS,,198,ipo,2026-08-15
PIEL,,235,ipo,2026-08-15
PINC,8223,65,ipo,2026-08-15
PJUS,,86,ipo,2026-08-15
PKTEF,54,,rs,2026-08-15
PLA,,88,ipo,2026-08-15
PLGI,,248,ipo,2026-08-15
PLGO,,95,ipo,2026-08-15
PLLMF,285,,rs,2026-08-15
PLMKU,,213,ipo,2026-08-15
PLRZ,260,655,rs,2026-08-15
PLSAY,249,,rs,2026-08-15
PLSM,,206,ipo,2026-08-15
PLT,,361,ipo,2026-08-15
PLTA,,339,ipo,2026-08-15
PLTI,,284,ipo,2026-08-15
PLTL,,50,ipo,2026-08-15
PLTS,,330,ipo,2026-08-15
PLTZ,249,435,rs,2026-08-15
PLU,,220,ipo,2026-08-15
PLUL,,214,ipo,2026-08-15
PLUN,,58,ipo,2026-08-15
PLUN.U,,109,ipo,2026-08-15
PLYFF,169,,rs,2026-08-15
PLYX,,194,ipo,2026-08-15
PLYY,,326,ipo,2026-08-15
PMA,,37,ipo,2026-08-15
PMAX,120,709,rs,2026-08-15
PMDE,,257,ipo,2026-08-15
PMI,12,351,both,2026-08-15
PMN,260,1499,rs,2026-08-15
PMNV,,285,ipo,2026-08-15
PMOC,,318,ipo,2026-08-15
PMSE,,347,ipo,2026-08-15
PMTL,,23,ipo,2026-08-15
PN,124,529,rs,2026-08-15
PNXPF,176,,rs,2026-08-15
POAS,,275,ipo,2026-08-15
POEL,,106,ipo,2026-08-15
POLEU,,96,ipo,2026-08-15
POM,54,311,both,2026-08-15
PONGF,102,,rs,2026-08-15
PONO,,102,ipo,2026-08-15
PONOR,,102,ipo,2026-08-15
PONOU,,155,ipo,2026-08-15
PONX,25,340,both,2026-08-15
POW,,291,ipo,2026-08-15
POWR,7926,290,ipo,2026-08-15
PPBT,166,2062,rs,2026-08-15
PPCB,89,365,both,2026-08-15
PPHC,,199,ipo,2026-08-15
PPLC,,164,ipo,2026-08-15
PPLI,,72,ipo,2026-08-15
PQNT,,303,ipo,2026-08-15
PQUS,,170,ipo,2026-08-15
PQV,,45,ipo,2026-08-15
PQX,,45,ipo,2026-08-15
PQXV,,45,ipo,2026-08-15
PQXX,,45,ipo,2026-08-15
PRAB,,157,ipo,2026-08-15
PRFX,190,2174,rs,2026-08-15
PRHI,74,319,both,2026-08-15
PRHIZ,,319,ipo,2026-08-15
PRIZ,,73,ipo,2026-08-15
PRMMF,305,,rs,2026-08-15
PRMR,,249,ipo,2026-08-15
PRNAF,73,,rs,2026-08-15
PRPH,236,,rs,2026-08-15
PRPL,26,3113,rs,2026-08-15
PRPRF,221,,rs,2026-08-15
PRSD,,339,ipo,2026-08-15
PRSNF,316,,rs,2026-08-15
PRTO,2409,143,ipo,2026-08-15
PRTS,81,7127,rs,2026-08-15
PRVT,6000,40,ipo,2026-08-15
PRXI,4184,52,ipo,2026-08-15
PS,,108,ipo,2026-08-15
PSAI,,100,ipo,2026-08-15
PSIG,306,757,rs,2026-08-15
PSNY,249,1513,rs,2026-08-15
PSNYW,249,1513,rs,2026-08-15
PSQH,33,1122,rs,2026-08-15
PSTV,135,2574,rs,2026-08-15
PSUS,,108,ipo,2026-08-15
PSYGF,5,,rs,2026-08-15
PTAC,,40,ipo,2026-08-15
PTACU,,92,ipo,2026-08-15
PTACW,,26,ipo,2026-08-15
PTLE,169,668,rs,2026-08-15
PTN,1445,276,ipo,2026-08-15
PTNT,368,101,ipo,2026-08-15
PTOP,324,,rs,2026-08-15
PTOR,,152,ipo,2026-08-15
PTORU,,204,ipo,2026-08-15
PTORW,,151,ipo,2026-08-15
PTRN,,330,ipo,2026-08-15
PTRVF,169,,rs,2026-08-15
PUL,,39,ipo,2026-08-15
PUR,,38,ipo,2026-08-15
PURR,,255,ipo,2026-08-15
PUSA,,89,ipo,2026-08-15
PW,73,19798,rs,2026-08-15
PWCM,,24,ipo,2026-08-15
PWRL,,80,ipo,2026-08-15
PWRZ,,37,ipo,2026-08-15
PXED,,310,ipo,2026-08-15
PXIU,,332,ipo,2026-08-15
PYBX,74,,rs,2026-08-15
PYMOF,107,,rs,2026-08-15
PYPTF,299,,rs,2026-08-15
PYPU,,143,ipo,2026-08-15
PYPY,250,1054,rs,2026-08-15
PYXIF,22,,rs,2026-08-15
PZIV,,136,ipo,2026-08-15
PZLV,,136,ipo,2026-08-15
Q,,285,ipo,2026-08-15
QADR,,87,ipo,2026-08-15
QADRU,,141,ipo,2026-08-15
QADRW,,87,ipo,2026-08-15
QALT,,355,ipo,2026-08-15
QBIF,,136,ipo,2026-08-15
QBIV,,136,ipo,2026-08-15
QBKF,,136,ipo,2026-08-15
QBKV,,136,ipo,2026-08-15
QBNRX,250,,rs,2026-08-15
QBQF,,136,ipo,2026-08-15
QBQV,,136,ipo,2026-08-15
QBSV,,136,ipo,2026-08-15
QBTZ,145,312,both,2026-08-15
QBY,,263,ipo,2026-08-15
QCLS,347,324,both,2026-08-15
QDMI,330,,rs,2026-08-15
QETAU,,122,ipo,2026-08-15
QEW,,150,ipo,2026-08-15
QFF,,32,ipo,2026-08-15
QFHD,,214,ipo,2026-08-15
QFRD,,214,ipo,2026-08-15
QFVRX,250,,rs,2026-08-15
QGIRX,250,,rs,2026-08-15
QH,355,78,both,2026-08-15
QHUOY,110,,rs,2026-08-15
QJL,,44,ipo,2026-08-15
QJN,,74,ipo,2026-08-15
QLDY,,331,ipo,2026-08-15
QLEP,,53,ipo,2026-08-15
QLEP.U,,106,ipo,2026-08-15
QLEP.WS,,53,ipo,2026-08-15
QMLS,,30,ipo,2026-08-15
QMY,,101,ipo,2026-08-15
QNBMF,290,,rs,2026-08-15
QNC,,172,ipo,2026-08-15
QNCX,46,1475,rs,2026-08-15
QNDX,,52,ipo,2026-08-15
QNT,,72,ipo,2026-08-15
QNTU,,45,ipo,2026-08-15
QPUX,145,373,rs,2026-08-15
QQJL,,44,ipo,2026-08-15
QQJN,,74,ipo,2026-08-15
QQMY,,106,ipo,2026-08-15
QQXL,,365,ipo,2026-08-15
QRED,,100,ipo,2026-08-15
QRED.U,,122,ipo,2026-08-15
QSCGF,156,,rs,2026-08-15
QSEAU,,249,ipo,2026-08-15
QSOL,,243,ipo,2026-08-15
QSU,148,298,both,2026-08-15
QSX,,296,ipo,2026-08-15
QTAC,,242,ipo,2026-08-15
QTEX,,87,ipo,2026-08-15
QTEXW,,87,ipo,2026-08-15
QTI,,199,ipo,2026-08-15
QTIH,295,,rs,2026-08-15
QTUP,,67,ipo,2026-08-15
QTZCF,296,,rs,2026-08-15
QUA,,36,ipo,2026-08-15
QUACX,302,,rs,2026-08-15
QUBX,256,417,rs,2026-08-15
QUCY,,156,ipo,2026-08-15
QUIZ,,361,ipo,2026-08-15
QUMS,,319,ipo,2026-08-15
QUMSR,,319,ipo,2026-08-15
QUSRX,250,,rs,2026-08-15
QVMT,,173,ipo,2026-08-15
QVOL,,95,ipo,2026-08-15
QXAS,,206,ipo,2026-08-15
QXL,,107,ipo,2026-08-15
QYOUF,264,,rs,2026-08-15
RAAR,,185,ipo,2026-08-15
RAAY,,185,ipo,2026-08-15
RAC.U,,88,ipo,2026-08-15
RACC,,87,ipo,2026-08-15
RACD,,33,ipo,2026-08-15
RACK,4761,74,ipo,2026-08-15
RADLF,149,,rs,2026-08-15
RAM,,52,ipo,2026-08-15
RAML,,23,ipo,2026-08-15
RANGU,,86,ipo,2026-08-15
RANK,,46,ipo,2026-08-15
RAUS,,337,ipo,2026-08-15
RAY,281,822,rs,2026-08-15
RAYA,117,1340,rs,2026-08-15
RBGLY,194,,rs,2026-08-15
RBGPF,194,,rs,2026-08-15
RBNE,37,487,rs,2026-08-15
RCAX,,193,ipo,2026-08-15
RCLO,,297,ipo,2026-08-15
RCLR,,185,ipo,2026-08-15
RCLY,,103,ipo,2026-08-15
RDACU,,319,ipo,2026-08-15
RDDC,,32,ipo,2026-08-15
RDGA,186,,rs,2026-08-15
RDGT,129,529,rs,2026-08-15
RDWU,,197,ipo,2026-08-15
RDYY,,340,ipo,2026-08-15
REA,,101,ipo,2026-08-15
RECI,,32,ipo,2026-08-15
REDLF,270,,rs,2026-08-15
REED,285,253,both,2026-08-15
REFA,,247,ipo,2026-08-15
REGS,,152,ipo,2026-08-15
REMC,,247,ipo,2026-08-15
RENX,142,239,both,2026-08-15
RESM,,247,ipo,2026-08-15
RETO,89,3181,rs,2026-08-15
REVB,199,1677,rs,2026-08-15
REW,79,7137,rs,2026-08-15
REXC,,122,ipo,2026-08-15
RFAIU,,85,ipo,2026-08-15
RFAM,,170,ipo,2026-08-15
RFAMR,,170,ipo,2026-08-15
RFAMU,,183,ipo,2026-08-15
RFLXF,304,,rs,2026-08-15
RGNT,,254,ipo,2026-08-15
RGTC,,32,ipo,2026-08-15
RGTU,158,417,rs,2026-08-15
RGTX,149,501,rs,2026-08-15
RGTZ,,310,ipo,2026-08-15
RGYY,,263,ipo,2026-08-15
RIBBU,,117,ipo,2026-08-15
RIOX,149,589,rs,2026-08-15
RISE,,114,ipo,2026-08-15
RIVC,,32,ipo,2026-08-15
RIZE,,86,ipo,2026-08-15
RJDI,,317,ipo,2026-08-15
RJET,,263,ipo,2026-08-15
RJMI,,317,ipo,2026-08-15
RJVI,,317,ipo,2026-08-15
RKLZ,145,270,both,2026-08-15
RKNG,,205,ipo,2026-08-15
RKSG,,130,ipo,2026-08-15
RKTL,148,214,both,2026-08-15
RKTO,,79,ipo,2026-08-15
RKX,,46,ipo,2026-08-15
RLAB,254,,rs,2026-08-15
RLGDF,5,,rs,2026-08-15
RLTWF,239,,rs,2026-08-15
RLYB,190,1843,rs,2026-08-15
RMBC,,52,ipo,2026-08-15
RMBX,,45,ipo,2026-08-15
RMHY,,52,ipo,2026-08-15
RMIOF,194,,rs,2026-08-15
RMIX,,128,ipo,2026-08-15
RMME,,256,ipo,2026-08-15
RMRC,,172,ipo,2026-08-15
RMTI,45,10427,rs,2026-08-15
RMXI,19,,rs,2026-08-15
RNA,,169,ipo,2026-08-15
RNAM,,170,ipo,2026-08-15
RNGT,,264,ipo,2026-08-15
RNGTU,,316,ipo,2026-08-15
RNGTW,,264,ipo,2026-08-15
RNLXY,242,,rs,2026-08-15
RNMN,,37,ipo,2026-08-15
RNRG,347,2021,rs,2026-08-15
ROC,,176,ipo,2026-08-15
ROCQ,,149,ipo,2026-08-15
ROCY,,149,ipo,2026-08-15
RONB,,243,ipo,2026-08-15
RONN,159,,rs,2026-08-15
RPC,7261,185,ipo,2026-08-15
RPGL,79,305,both,2026-08-15
RPNRF,204,,rs,2026-08-15
RPT,227,620,rs,2026-08-15
RREV,,87,ipo,2026-08-15
RREVU,,107,ipo,2026-08-15
RREVW,,87,ipo,2026-08-15
RSIT,,101,ipo,2026-08-15
RSLS,365,1886,rs,2026-08-15
RSMXF,354,,rs,2026-08-15
RTB,,94,ipo,2026-08-15
RTOO,,30,ipo,2026-08-15
RTYY,,256,ipo,2026-08-15
RUBI,50,376,rs,2026-08-15
RVI,,162,ipo,2026-08-15
RVPH,159,2069,rs,2026-08-15
RVSN,192,1598,rs,2026-08-15
RVYL,225,1391,rs,2026-08-15
RWAYI,,192,ipo,2026-08-15
RWEM,,236,ipo,2026-08-15
RWIN,,129,ipo,2026-08-15
RWLC,,236,ipo,2026-08-15
RWTQ,,263,ipo,2026-08-15
RWTS,,78,ipo,2026-08-15
RXD,79,5703,rs,2026-08-15
RYM,,347,ipo,2026-08-15
RYZ,,172,ipo,2026-08-15
SAAQ,,148,ipo,2026-08-15
SAAQU,,199,ipo,2026-08-15
SAAQW,,148,ipo,2026-08-15
SAC,,201,ipo,2026-08-15
SAC.U,,254,ipo,2026-08-15
SAC.WS,,201,ipo,2026-08-15
SAGCX,316,,rs,2026-08-15
SAGU,,85,ipo,2026-08-15
SAGU.U,,100,ipo,2026-08-15
SAGU.WS,,85,ipo,2026-08-15
SAMO.U,,36,ipo,2026-08-15
SASS,,164,ipo,2026-08-15
SATA,,278,ipo,2026-08-15
SATG,,242,ipo,2026-08-15
SAV,,185,ipo,2026-08-15
SBB,79,7144,rs,2026-08-15
SBEV,19,1891,rs,2026-08-15
SBFM,75,1642,rs,2026-08-15
SBLRF,11,,rs,2026-08-15
SBLX,415,355,ipo,2026-08-15
SBMT,,107,ipo,2026-08-15
SBTU,,298,ipo,2026-08-15
SBU,,271,ipo,2026-08-15
SBXD.U,,85,ipo,2026-08-15
SBXE,,204,ipo,2026-08-15
SBXE.U,,255,ipo,2026-08-15
SBXE.WS,,204,ipo,2026-08-15
SCA,,80,ipo,2026-08-15
SCEP,,247,ipo,2026-08-15
SCII,,207,ipo,2026-08-15
SCIIR,,207,ipo,2026-08-15
SCIIU,,262,ipo,2026-08-15
SCJL,,44,ipo,2026-08-15
SCJN,,74,ipo,2026-08-15
SCLS,,284,ipo,2026-08-15
SCLTF,317,,rs,2026-08-15
SCMC,,247,ipo,2026-08-15
SCMY,,101,ipo,2026-08-15
SCNM,,247,ipo,2026-08-15
SCO,79,6473,rs,2026-08-15
SCOP,,103,ipo,2026-08-15
SCOW,,352,ipo,2026-08-15
SCPFF,9,,rs,2026-08-15
SCPQ,,184,ipo,2026-08-15
SCPQU,,235,ipo,2026-08-15
SCPQW,,184,ipo,2026-08-15
SCSB,,138,ipo,2026-08-15
SCUB,,138,ipo,2026-08-15
SCWO,232,1523,rs,2026-08-15
SCYX,75,4488,rs,2026-08-15
SCZM,,206,ipo,2026-08-15
SCZMF,248,,rs,2026-08-15
SDCH,204,,rs,2026-08-15
SDEV,173,131,both,2026-08-15
SDMF,,177,ipo,2026-08-15
SDNSF,165,,rs,2026-08-15
SDOT,80,1115,rs,2026-08-15
SDP,79,7137,rs,2026-08-15
SDS,268,7340,rs,2026-08-15
SDST,341,767,rs,2026-08-15
SECU,8555,201,ipo,2026-08-15
SECZ,,44,ipo,2026-08-15
SEGG,12,403,rs,2026-08-15
SEMY,,270,ipo,2026-08-15
SENS,299,3802,rs,2026-08-15
SEPI,,341,ipo,2026-08-15
SETH,268,1017,rs,2026-08-15
SEUS,,32,ipo,2026-08-15
SEV,,303,ipo,2026-08-15
SEVNR,,278,ipo,2026-08-15
SFGV,,290,ipo,2026-08-15
SFHG,169,669,rs,2026-08-15
SFTX,,255,ipo,2026-08-15
SFYI,,39,ipo,2026-08-15
SGBX,341,3341,rs,2026-08-15
SGLY,19,1681,rs,2026-08-15
SGP,,190,ipo,2026-08-15
SGRT,,360,ipo,2026-08-15
SGRW,,212,ipo,2026-08-15
SGVA,,65,ipo,2026-08-15
SHAZ,234,178,both,2026-08-15
SHOE,,64,ipo,2026-08-15
SHOT,,29,ipo,2026-08-15
SHOTR,,29,ipo,2026-08-15
SHOTU,,66,ipo,2026-08-15
SHPH,65,1445,rs,2026-08-15
SHRD,,64,ipo,2026-08-15
SIJ,79,7137,rs,2026-08-15
SILO,73,1418,rs,2026-08-15
SIMAU,,106,ipo,2026-08-15
SIMX,,52,ipo,2026-08-15
SINC,334,,rs,2026-08-15
SIND,,50,ipo,2026-08-15
SIOO,,247,ipo,2026-08-15
SK,,32,ipo,2026-08-15
SKDD,,32,ipo,2026-08-15
SKHL,,31,ipo,2026-08-15
SKHU,,32,ipo,2026-08-15
SKHX,,32,ipo,2026-08-15
SKHY,,33,ipo,2026-08-15
SKHYV,,36,ipo,2026-08-15
SKHZ,,32,ipo,2026-08-15
SKK,131,676,rs,2026-08-15
SKUU,,32,ipo,2026-08-15
SKYA,,79,ipo,2026-08-15
SKYAW,,79,ipo,2026-08-15
SKYI,197,,rs,2026-08-15
SKYQ,152,674,rs,2026-08-15
SLAI,40,299,both,2026-08-15
SLBT,,61,ipo,2026-08-15
SLCNF,130,,rs,2026-08-15
SLE,204,1069,rs,2026-08-15
SLGB,,304,ipo,2026-08-15
SLJY,,361,ipo,2026-08-15
SLMT,93,316,both,2026-08-15
SLON,79,396,rs,2026-08-15
SLROF,30,,rs,2026-08-15
SLRX,362,2581,rs,2026-08-15
SLTY,,359,ipo,2026-08-15
SLVX,,178,ipo,2026-08-15
SLVY,,37,ipo,2026-08-15
SLWS,,68,ipo,2026-08-15
SLXN,78,729,rs,2026-08-15
SMCC,,46,ipo,2026-08-15
SMCIP,,60,ipo,2026-08-15
SMCL,106,611,rs,2026-08-15
